region,supplysector,subsector,stub.technology,year,minicam.non.energy.input,input.cost
Argentina,H2 central production,solar,electrolysis,2010,electrolyzer,6.9798
Argentina,H2 central production,solar,electrolysis,2015,electrolyzer,6.9798
Argentina,H2 central production,solar,electrolysis,2020,electrolyzer,6.1814
Argentina,H2 central production,solar,electrolysis,2025,electrolyzer,5.383
Argentina,H2 central production,solar,electrolysis,2030,electrolyzer,4.5846
Argentina,H2 central production,solar,electrolysis,2035,electrolyzer,3.7862
Argentina,H2 central production,solar,electrolysis,2040,electrolyzer,2.9878
Argentina,H2 central production,solar,electrolysis,2045,electrolyzer,2.6442
Argentina,H2 central production,solar,electrolysis,2050,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2055,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2060,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2065,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2070,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2075,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2080,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2085,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2090,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2095,electrolyzer,2.3006
Argentina,H2 central production,solar,electrolysis,2100,electrolyzer,2.3006
Argentina,H2 central production,wind,electrolysis,1975,electrolyzer,3.6522
Argentina,H2 central production,wind,electrolysis,1990,electrolyzer,3.6522
Argentina,H2 central production,wind,electrolysis,2005,electrolyzer,3.6522
Argentina,H2 central production,wind,electrolysis,2010,electrolyzer,3.6522
Argentina,H2 central production,wind,electrolysis,2015,electrolyzer,3.6522
Argentina,H2 central production,wind,electrolysis,2020,electrolyzer,3.2386
Argentina,H2 central production,wind,electrolysis,2025,electrolyzer,2.825
Argentina,H2 central production,wind,electrolysis,2030,electrolyzer,2.4114
Argentina,H2 central production,wind,electrolysis,2035,electrolyzer,1.9978
Argentina,H2 central production,wind,electrolysis,2040,electrolyzer,1.5842
Argentina,H2 central production,wind,electrolysis,2045,electrolyzer,1.402
Argentina,H2 central production,wind,electrolysis,2050,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2055,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2060,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2065,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2070,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2075,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2080,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2085,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2090,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2095,electrolyzer,1.2198
Argentina,H2 central production,wind,electrolysis,2100,electrolyzer,1.2198
Australia_NZ,H2 central production,solar,electrolysis,1975,electrolyzer,5.976
Australia_NZ,H2 central production,solar,electrolysis,1990,electrolyzer,5.976
Australia_NZ,H2 central production,solar,electrolysis,2005,electrolyzer,5.976
Australia_NZ,H2 central production,solar,electrolysis,2010,electrolyzer,5.976
Australia_NZ,H2 central production,solar,electrolysis,2015,electrolyzer,5.976
Australia_NZ,H2 central production,solar,electrolysis,2020,electrolyzer,5.2937
Australia_NZ,H2 central production,solar,electrolysis,2025,electrolyzer,4.6114
Australia_NZ,H2 central production,solar,electrolysis,2030,electrolyzer,3.929
Australia_NZ,H2 central production,solar,electrolysis,2035,electrolyzer,3.2467
Australia_NZ,H2 central production,solar,electrolysis,2040,electrolyzer,2.5644
Australia_NZ,H2 central production,solar,electrolysis,2045,electrolyzer,2.2695
Australia_NZ,H2 central production,solar,electrolysis,2050,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2055,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2060,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2065,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2070,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2075,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2080,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2085,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2090,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2095,electrolyzer,1.9746
Australia_NZ,H2 central production,solar,electrolysis,2100,electrolyzer,1.9746
Australia_NZ,H2 central production,wind,electrolysis,1975,electrolyzer,3.5746000000000002
Australia_NZ,H2 central production,wind,electrolysis,1990,electrolyzer,3.5746000000000002
Australia_NZ,H2 central production,wind,electrolysis,2005,electrolyzer,3.5746000000000002
Australia_NZ,H2 central production,wind,electrolysis,2010,electrolyzer,3.5746000000000002
Australia_NZ,H2 central production,wind,electrolysis,2015,electrolyzer,3.5746000000000002
Australia_NZ,H2 central production,wind,electrolysis,2020,electrolyzer,3.17
Australia_NZ,H2 central production,wind,electrolysis,2025,electrolyzer,2.7654
Australia_NZ,H2 central production,wind,electrolysis,2030,electrolyzer,2.3607
Australia_NZ,H2 central production,wind,electrolysis,2035,electrolyzer,1.9561
Australia_NZ,H2 central production,wind,electrolysis,2040,electrolyzer,1.5515
Australia_NZ,H2 central production,wind,electrolysis,2045,electrolyzer,1.3731
Australia_NZ,H2 central production,wind,electrolysis,2050,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2055,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2060,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2065,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2070,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2075,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2080,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2085,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2090,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2095,electrolyzer,1.1946
Australia_NZ,H2 central production,wind,electrolysis,2100,electrolyzer,1.1946
Brazil,H2 central production,solar,electrolysis,1975,electrolyzer,6.5923
Brazil,H2 central production,solar,electrolysis,1990,electrolyzer,6.5923
Brazil,H2 central production,solar,electrolysis,2005,electrolyzer,6.5923
Brazil,H2 central production,solar,electrolysis,2010,electrolyzer,6.5923
Brazil,H2 central production,solar,electrolysis,2015,electrolyzer,6.5923
Brazil,H2 central production,solar,electrolysis,2020,electrolyzer,5.8387
Brazil,H2 central production,solar,electrolysis,2025,electrolyzer,5.0851
Brazil,H2 central production,solar,electrolysis,2030,electrolyzer,4.3315
Brazil,H2 central production,solar,electrolysis,2035,electrolyzer,3.5779
Brazil,H2 central production,solar,electrolysis,2040,electrolyzer,2.8243
Brazil,H2 central production,solar,electrolysis,2045,electrolyzer,2.4995
Brazil,H2 central production,solar,electrolysis,2050,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2055,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2060,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2065,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2070,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2075,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2080,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2085,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2090,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2095,electrolyzer,2.1747
Brazil,H2 central production,solar,electrolysis,2100,electrolyzer,2.1747
Brazil,H2 central production,wind,electrolysis,1975,electrolyzer,3.9071
Brazil,H2 central production,wind,electrolysis,1990,electrolyzer,3.9071
Brazil,H2 central production,wind,electrolysis,2005,electrolyzer,3.9071
Brazil,H2 central production,wind,electrolysis,2010,electrolyzer,3.9071
Brazil,H2 central production,wind,electrolysis,2015,electrolyzer,3.9071
Brazil,H2 central production,wind,electrolysis,2020,electrolyzer,3.464
Brazil,H2 central production,wind,electrolysis,2025,electrolyzer,3.0209
Brazil,H2 central production,wind,electrolysis,2030,electrolyzer,2.5778
Brazil,H2 central production,wind,electrolysis,2035,electrolyzer,2.1348
Brazil,H2 central production,wind,electrolysis,2040,electrolyzer,1.6917
Brazil,H2 central production,wind,electrolysis,2045,electrolyzer,1.4972
Brazil,H2 central production,wind,electrolysis,2050,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2055,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2060,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2065,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2070,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2075,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2080,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2085,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2090,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2095,electrolyzer,1.3026
Brazil,H2 central production,wind,electrolysis,2100,electrolyzer,1.3026
Canada,H2 central production,solar,electrolysis,1975,electrolyzer,12.4565
Canada,H2 central production,solar,electrolysis,1990,electrolyzer,12.4565
Canada,H2 central production,solar,electrolysis,2005,electrolyzer,12.4565
Canada,H2 central production,solar,electrolysis,2010,electrolyzer,12.4565
Canada,H2 central production,solar,electrolysis,2015,electrolyzer,12.4565
Canada,H2 central production,solar,electrolysis,2020,electrolyzer,11.0248
Canada,H2 central production,solar,electrolysis,2025,electrolyzer,9.593
Canada,H2 central production,solar,electrolysis,2030,electrolyzer,8.1613
Canada,H2 central production,solar,electrolysis,2035,electrolyzer,6.7295
Canada,H2 central production,solar,electrolysis,2040,electrolyzer,5.2978
Canada,H2 central production,solar,electrolysis,2045,electrolyzer,4.6885
Canada,H2 central production,solar,electrolysis,2050,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2055,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2060,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2065,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2070,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2075,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2080,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2085,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2090,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2095,electrolyzer,4.0793
Canada,H2 central production,solar,electrolysis,2100,electrolyzer,4.0793
Canada,H2 central production,wind,electrolysis,1975,electrolyzer,3.5746000000000002
Canada,H2 central production,wind,electrolysis,1990,electrolyzer,3.5746000000000002
Canada,H2 central production,wind,electrolysis,2005,electrolyzer,3.5746000000000002
Canada,H2 central production,wind,electrolysis,2010,electrolyzer,3.5746000000000002
Canada,H2 central production,wind,electrolysis,2015,electrolyzer,3.5746000000000002
Canada,H2 central production,wind,electrolysis,2020,electrolyzer,3.17
Canada,H2 central production,wind,electrolysis,2025,electrolyzer,2.7654
Canada,H2 central production,wind,electrolysis,2030,electrolyzer,2.3607
Canada,H2 central production,wind,electrolysis,2035,electrolyzer,1.9561
Canada,H2 central production,wind,electrolysis,2040,electrolyzer,1.5515
Canada,H2 central production,wind,electrolysis,2045,electrolyzer,1.3731
Canada,H2 central production,wind,electrolysis,2050,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2055,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2060,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2065,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2070,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2075,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2080,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2085,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2090,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2095,electrolyzer,1.1946
Canada,H2 central production,wind,electrolysis,2100,electrolyzer,1.1946
Central America and Caribbean,H2 central production,solar,electrolysis,1975,electrolyzer,6.4728
Central America and Caribbean,H2 central production,solar,electrolysis,1990,electrolyzer,6.4728
Central America and Caribbean,H2 central production,solar,electrolysis,2005,electrolyzer,6.4728
Central America and Caribbean,H2 central production,solar,electrolysis,2010,electrolyzer,6.4728
Central America and Caribbean,H2 central production,solar,electrolysis,2015,electrolyzer,6.4728
Central America and Caribbean,H2 central production,solar,electrolysis,2020,electrolyzer,5.733
Central America and Caribbean,H2 central production,solar,electrolysis,2025,electrolyzer,4.9932
Central America and Caribbean,H2 central production,solar,electrolysis,2030,electrolyzer,4.2534
Central America and Caribbean,H2 central production,solar,electrolysis,2035,electrolyzer,3.5137
Central America and Caribbean,H2 central production,solar,electrolysis,2040,electrolyzer,2.7739
Central America and Caribbean,H2 central production,solar,electrolysis,2045,electrolyzer,2.4549
Central America and Caribbean,H2 central production,solar,electrolysis,2050,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2055,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2060,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2065,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2070,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2075,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2080,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2085,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2090,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2095,electrolyzer,2.1359
Central America and Caribbean,H2 central production,solar,electrolysis,2100,electrolyzer,2.1359
Central America and Caribbean,H2 central production,wind,electrolysis,1975,electrolyzer,3.5746000000000002
