sector.name,subsector.name,technology,minicam.energy.input,units,year,coefficient
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2030,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2035,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2040,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2045,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2050,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2055,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2060,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2065,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2070,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2075,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2080,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2085,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2090,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2095,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2100,1327
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,1975,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,1990,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2005,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2010,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2015,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2020,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2025,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2030,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2035,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2040,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2045,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2050,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2055,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2060,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2065,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2070,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2075,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2080,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2085,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2090,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2095,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,elect_td_ind,GJ input / GJ H2,2100,0.01729
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,1975,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,1990,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2005,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2010,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2015,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2020,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2025,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2030,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2035,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2040,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2045,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2050,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2055,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2060,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2065,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2070,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2075,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2080,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2085,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2090,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2095,1
H2 pipeline,H2 pipeline,H2 pipeline,H2 central production,GJ input / GJ H2,2100,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,1975,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,1990,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2005,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2010,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2015,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2020,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2025,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2030,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2035,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2040,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2045,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2050,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2055,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2060,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2065,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2070,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2075,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2080,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2085,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2090,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2095,1
H2 retail delivery,H2 retail delivery,H2 retail delivery,H2 wholesale delivery,GJ input / GJ H2,2100,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,1975,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,1990,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2005,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2010,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2015,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2020,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2025,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2030,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2035,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2040,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2045,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2050,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2055,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2060,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2065,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2070,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2075,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2080,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2085,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2090,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2095,1
H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,H2 wholesale dispensing,GJ input / GJ H2,2100,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,1975,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,1990,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2005,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2010,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2015,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2020,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2025,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2030,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2035,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2040,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2045,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2050,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2055,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2060,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2065,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2070,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2075,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2080,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2085,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2090,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2095,1
H2 wholesale delivery,H2 liquid truck,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2100,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,1975,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,1990,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2005,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2010,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2015,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2020,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2025,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2030,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2035,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2040,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2045,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2050,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2055,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2060,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2065,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2070,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2075,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2080,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2085,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2090,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2095,1
H2 wholesale delivery,H2 pipeline,H2 pipeline,H2 pipeline,GJ input / GJ H2,2100,1
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,1975,1.7841091
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,1990,1.7841091
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2005,1.7841091
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2010,1.7841091
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2015,1.7841091
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2020,1.7575038
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2025,1.7313314
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2030,1.7055848
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2035,1.6802572
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2040,1.6553417
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2045,1.6308316
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2050,1.6067203
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2055,1.5830014000000001
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2060,1.5596683
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2065,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2070,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2075,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2080,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2085,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2090,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2095,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,elect_td_trn,GJ input / GJ H2,2100,1.5465291
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,1975,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,1990,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2005,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2010,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2015,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2020,0.144622
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2025,0.1395371
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2030,0.134631
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2035,0.1298973
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2040,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2045,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2050,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2055,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2060,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2065,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2070,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2075,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2080,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2085,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2090,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2095,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2100,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,1975,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,1990,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2005,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2010,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2015,0.1498923
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2020,0.144622
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2025,0.1395371
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2030,0.134631
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2035,0.1298973
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2040,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2045,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2050,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2055,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2060,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2065,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2070,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2075,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2080,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2085,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2090,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2095,0.1253301
H2 wholesale dispensing,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2100,0.1253301
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,1975,1.3673571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,1990,1.3673571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2005,1.3673571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2010,1.3673571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2015,1.3673571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2020,1.3493357
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2025,1.3315518
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2030,1.3140023
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2035,1.296684
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2040,1.279594
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2045,1.2627293
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2050,1.2460868
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2055,1.2296637
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2060,1.2134571
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2065,1.197464
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2070,1.1816817
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2075,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2080,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2085,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2090,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2095,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,delivered gas,GJ input / GJ H2,2100,1.1686813
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,1975,0.18227510000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,1990,0.18227510000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2005,0.18227510000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2010,0.18227510000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2015,0.18227510000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2020,0.1873747
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2025,0.19325590000000004
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2030,0.2000385
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2035,0.20786040000000003
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2040,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2045,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2050,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2055,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2060,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2065,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2070,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2075,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2080,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2085,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2090,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2095,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,elect_td_trn,GJ input / GJ H2,2100,0.21688120000000002
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,1975,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,1990,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2005,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2010,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2015,0.1816972
